P,Player,Week,Team,Opp,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
TE,Brandon Williams,16,SEA,ARI,1,4500,2500,0,0
RB,Terrence Magee,16,SEA,ARI,9,0,0,0,0
WR,Tyler Slavin,16,SEA,ARI,21,0,0,0,0
RB,Brandon Cottom,16,SEA,ARI,9,4500,0,0,0
TE,Ronnie Shields,16,SEA,ARI,1,0,0,0,0
RB,CJ Prosise,16,SEA,ARI,9,4500,4700,0,0
TE,Nick Vannett,16,SEA,ARI,1,4500,2500,0,0
RB,Tre Madden,16,SEA,ARI,9,4500,0,0,0
WR,Jd Mckissic,16,SEA,ARI,21,0,3000,0,0
TE,Joe Sommers,16,SEA,ARI,1,0,0,0,0
WR,Tanner Mcevoy,16,SEA,ARI,21,4500,3000,0,0
RB,Troymaine Pope,16,SEA,ARI,9,4500,0,0,0
TE,Jim Dray,16,SF,LA,9,4500,0,0,0
WR,Torrey Smith,16,SF,LA,27,4500,3400,0,0
TE,Vance McDonald,16,SF,LA,9,4500,0,0,0
WR,Quinton Patton,16,SF,LA,27,4500,3200,0,0
WR,Eric Rogers,16,SF,LA,27,0,0,0,0
WR,Je'Ron Hamm,16,SF,LA,27,4500,2500,0,0
WR,Bruce Ellington,16,SF,LA,27,0,0,0,0
TE,Blake Bell,16,SF,LA,9,4500,2500,0,0
RB,Mike Davis,16,SF,LA,17,4500,3000,0,0
WR,DeAndre Smelter,16,SF,LA,27,0,0,0,0
WR,Vincent Jackson,16,TB,NO,14,4500,0,0,0
RB,Antone Smith,16,TB,NO,30,0,0,0,0
WR,Cecil Shorts,16,TB,NO,14,4500,0,0,0
TE,Luke Stocker,16,TB,NO,19,4500,2500,0,0
RB,Doug Martin,16,TB,NO,30,7000,5400,0,0
WR,Freddie Martino,16,TB,NO,14,4500,3000,0,0
WR,Bernard Reedy,16,TB,NO,14,0,0,0,0
WR,Donteea Dye,16,TB,NO,14,4500,3000,0,0
RB,Peyton Barber,16,TB,NO,30,4500,3000,0,0
WR,Andre Johnson,16,TEN,JAX,6,0,0,0,0
WR,Marc Mariani,16,TEN,JAX,6,4500,3000,0,0
TE,Phillip Supernaw,16,TEN,JAX,12,4500,2500,0,0
TE,Jace Amaro,16,TEN,JAX,12,4500,2500,0,0
RB,Antonio Andrews,16,TEN,JAX,15,4500,3000,0,0
RB,Jalston Fowler,16,TEN,JAX,15,4500,3000,0,0
WR,Tre McBride,16,TEN,JAX,6,0,3000,0,0
TE,Niles Paul,16,WAS,CHI,7,4500,0,0,0
TE,Jordan Reed,16,WAS,CHI,7,7000,5500,0,0
TE,Derek Carrier,16,WAS,CHI,7,4500,2500,0,0
RB,Silas Redd,16,WAS,CHI,5,4500,0,0,0
RB,Matt Jones,16,WAS,CHI,5,4500,3200,0,0
WR,Quinton Dunbar,16,WAS,CHI,29,0,0,0,0
WR,Josh Doctson,16,WAS,CHI,29,4500,0,0,0
RB,Keith Marshall,16,WAS,CHI,5,4500,0,0,0
WR,Maurice Harris,16,WAS,CHI,29,4500,3000,0,0
WR,Reginald Diggs,16,WAS,CHI,29,0,0,0,0
RB,Chris Johnson,17,ARI,LA,16,4500,0,0,0
TE,Jermaine Gresham,17,ARI,LA,7,4500,2600,0,0
WR,Ifeanyi Momah,17,ARI,LA,26,4500,0,0,0
RB,Stepfan Taylor,17,ARI,LA,16,4500,3000,0,0
WR,Jaron Brown,17,ARI,LA,26,4500,0,0,0
TE,Troy Niklas,17,ARI,LA,7,4500,0,0,0
TE,Hakeem Valles,17,ARI,LA,7,0,2500,0,0
WR,Marquis Bundy,17,ARI,LA,26,0,3000,0,0
TE,Jacob Tamme,17,ATL,NO,20,4500,0,0,0
WR,Eric Weems,17,ATL,NO,16,4500,3000,0,0
FB,Patrick DiMarco,17,ATL,NO,30,4500,3000,0,0
WR,Taylor Gabriel,17,ATL,NO,16,5700,5100,0,0
TE,DJ Tialavea,17,ATL,NO,20,0,2500,0,0
RB,Terron Ward,17,ATL,NO,30,4500,3000,0,0
WR,CJ Goodwin,17,ATL,NO,16,0,0,0,0
TE,Austin Hooper,17,ATL,NO,20,4600,2500,0,0
WR,Devin Fuller,17,ATL,NO,16,0,0,0,0
TE,Joshua Perkins,17,ATL,NO,20,0,2500,0,0
TE,Benjamin Watson,17,BAL,CIN,29,0,0,0,0
TE,Crockett Gillmore,17,BAL,CIN,29,4500,2500,0,0
RB,Lorenzo Taliaferro,17,BAL,CIN,19,4500,0,0,0
WR,Chris Matthews,17,BAL,CIN,2,0,0,0,0
TE,Maxx Williams,17,BAL,CIN,29,4500,0,0,0
WR,Vince Mayle,17,BAL,CIN,2,0,3000,0,0
RB,Javorius Allen,17,BAL,CIN,19,4500,3000,0,0
TE,Nick Boyle,17,BAL,CIN,29,0,2500,0,0
WR,Darren Waller,17,BAL,CIN,2,4500,2500,0,0
WR,Chris Moore,17,BAL,CIN,2,4500,3000,0,0
WR,Keenan Reynolds,17,BAL,CIN,2,0,0,0,0
FB,Jerome Felton,17,BUF,NYJ,20,4500,3000,0,0
RB,Reggie Bush,17,BUF,NYJ,20,4500,3000,0,0
WR,Brandon Tate,17,BUF,NYJ,17,4500,3000,0,0
WR,Percy Harvin,17,BUF,NYJ,17,4900,0,0,0
WR,Marcus Easley,17,BUF,NYJ,17,4500,0,0,0
TE,Chris Gragg,17,BUF,NYJ,27,0,0,0,0
TE,Blake Annen,17,BUF,NYJ,27,0,0,0,0
WR,Walter Powell,17,BUF,NYJ,17,4500,0,0,0
TE,Nick O'Leary,17,BUF,NYJ,27,4500,2500,0,0
WR,Dezmin Lewis,17,BUF,NYJ,17,0,3000,0,0
TE,Gerald Christian,17,BUF,NYJ,27,0,2500,0,0
WR,Kolby Listenbee,17,BUF,NYJ,17,4500,0,0,0
TE,Ed Dickson,17,CAR,TB,11,4500,2500,0,0
WR,LaRon Byrd,17,CAR,TB,14,0,0,0,0
WR,Devin Funchess,17,CAR,TB,14,4700,3300,0,0
RB,Cameron Artis-Payne,17,CAR,TB,24,4500,3800,0,0
TE,Chris Manhertz,17,CAR,TB,11,4500,2500,0,0
RB,Devon Johnson,17,CAR,TB,24,4500,0,0,0
WR,Eddie Royal,17,CHI,MIN,4,4500,0,0,0
TE,Logan Paulsen,17,CHI,MIN,17,4500,2500,0,0
TE,Zach Miller,17,CHI,MIN,17,0,0,0,0
WR,Deonte Thompson,17,CHI,MIN,4,4500,3600,0,0
WR,Marquess Wilson,17,CHI,MIN,4,5000,0,0,0
RB,Ka'Deem Carey,17,CHI,MIN,7,4500,3000,0,0
TE,Justin Perillo,17,CHI,MIN,17,4500,0,0,0
WR,Kevin White,17,CHI,MIN,4,4500,0,0,0
TE,Rory Anderson,17,CHI,MIN,17,4500,0,0,0
RB,Paul Lasike,17,CHI,MIN,7,4500,3000,0,0
WR,Daniel Braverman,17,CHI,MIN,4,4500,3000,0,0
TE,Ben Braunecker,17,CHI,MIN,17,4500,2500,0,0
WR,Bralon Addison,17,CHI,MIN,4,4500,3000,0,2
WR,AJ Green,17,CIN,BAL,24,7300,6800,0,0
RB,Giovani Bernard,17,CIN,BAL,6,0,0,0,0
TE,Tyler Eifert,17,CIN,BAL,8,6700,4200,0,0
TE,Ryan Hewitt,17,CIN,BAL,8,4500,2500,0,0
RB,Jeremy Hill,17,CIN,BAL,6,6900,4800,0,0
WR,James Wright,17,CIN,BAL,24,4500,3000,0,0
TE,Tyler Kroft,17,CIN,BAL,8,4500,2500,0,0
WR,Jake Kumerow,17,CIN,BAL,24,0,0,0,0
WR,Alex Erickson,17,CIN,BAL,24,4500,3000,0,0
RB,Tra Carson,17,CIN,BAL,6,0,0,0,0
WR,Josh Gordon,17,CLE,PIT,3,0,0,0,0
RB,Rajion Neal,17,CLE,PIT,26,0,0,0,0
RB,Glenn Winston,17,CLE,PIT,26,4500,0,0,0
TE,Randall Telfer,17,CLE,PIT,19,4500,2500,0,0
WR,Mario Alford,17,CLE,PIT,3,0,3000,0,0
WR,Rannell Hall,17,CLE,PIT,3,4500,0,0,0
WR,Jordan Payton,17,CLE,PIT,3,4500,0,0,0
WR,Rashard Higgins,17,CLE,PIT,3,4500,3000,0,0
RB,Darius Jackson,17,CLE,PIT,26,4500,3000,0,0
WR,Dennis Parks,17,CLE,PIT,3,0,0,0,0
WR,Dez Bryant,17,DAL,PHI,31,7500,6200,0,0
TE,James Hanna,17,DAL,PHI,2,4500,0,0,0
FB,Keith Smith,17,DAL,PHI,13,4500,3000,0,0
TE,Geoff Swaim,17,DAL,PHI,2,4500,0,0,0
RB,Ezekiel Elliott,17,DAL,PHI,13,8800,7400,0,0
WR,Chris Brown,17,DAL,PHI,31,4500,0,0,0
WR,Emmanuel Sanders,17,DEN,OAK,18,6500,6100,0,0
WR,Jordan Norwood,17,DEN,OAK,18,4500,3000,0,0
RB,CJ Anderson,17,DEN,OAK,23,0,0,0,0
WR,Marlon Brown,17,DEN,OAK,18,4500,0,0,0
RB,Kapri Bibbs,17,DEN,OAK,23,0,0,0,0
WR,Bennie Fowler,17,DEN,OAK,18,4500,3000,0,0
TE,AJ Derby,17,DEN,OAK,25,4500,2500,0,0
FB,Andy Janovich,17,DEN,OAK,23,4500,0,0,0
TE,Henry Krieger-coble,17,DEN,OAK,25,4500,2500,0,0
WR,Khalif Raymond,17,DEN,OAK,18,0,3000,0,0
TE,Matthew Mulligan,17,DET,GB,18,4500,2500,0,0
TE,Clay Harbor,17,DET,GB,18,4500,2500,0,0
WR,Andre Roberts,17,DET,GB,32,4500,3000,0,0
RB,Joique Bell,17,DET,GB,7,4600,3000,0,0
RB,Theo Riddick,17,DET,GB,7,5100,5400,0,0
WR,Ryan Spadola,17,DET,GB,32,0,0,0,0
TE,Tim Wright,17,DET,GB,18,0,0,0,0
RB,Ameer Abdullah,17,DET,GB,7,4500,5000,0,0
FB,Michael Burton,17,DET,GB,7,4500,3000,0,0
WR,Andrew Turzilli,17,DET,GB,32,0,0,0,0
RB,Dwayne Washington,17,DET,GB,7,5100,3400,0,0
TE,Cole Wick,17,DET,GB,18,4500,0,0,0
RB,James Starks,17,GB,DET,9,4800,3000,0,0
WR,Randall Cobb,17,GB,DET,18,5400,4100,0,0
RB,Eddie Lacy,17,GB,DET,9,0,0,0,0
WR,Jeff Janis,17,GB,DET,18,4500,3000,0,0
RB,John Crockett,17,GB,DET,9,4500,0,0,0
WR,Trevor Davis,17,GB,DET,18,4500,3000,0,0
WR,Devon Cajuste,17,GB,DET,18,0,0,0,0
FB,Joe Kerridge,17,GB,DET,9,0,3000,0,0
RB,Don Jackson,17,GB,DET,9,4500,0,0,0
RB,Lamar Miller,17,HOU,TEN,3,6800,5200,0,0
FB,Jay Prosch,17,HOU,TEN,3,4500,3000,0,0
WR,Jaelen Strong,17,HOU,TEN,30,4500,0,0,0
RB,Akeem Hunt,17,HOU,TEN,3,4500,3400,0,0
WR,Braxton Miller,17,HOU,TEN,30,4500,0,0,0
RB,Tyler Ervin,17,HOU,TEN,3,4500,3000,0,0
TE,Stephen Anderson,17,HOU,TEN,12,4500,2500,0,0
WR,Quenton Bundrage,17,HOU,TEN,30,0,0,0,0
RB,Jordan Todman,17,IND,JAX,14,4500,3000,0,0
WR,Donte Moncrief,17,IND,JAX,6,6000,5100,0,0
WR,Devin Street,17,IND,JAX,6,4500,3000,0,0
WR,Quan Bray,17,IND,JAX,6,4500,0,0,0
RB,Josh Ferguson,17,IND,JAX,14,4500,3000,0,0
TE,Mike Miller,17,IND,JAX,14,4500,0,0,0
TE,Marcedes Lewis,17,JAX,IND,22,4500,0,0,0
WR,Arrelious Benn,17,JAX,IND,11,4500,3000,0,0
RB,Chris Ivory,17,JAX,IND,27,5300,4100,0,0
TE,Julius Thomas,17,JAX,IND,22,4700,0,0,0
RB,Daryl Richardson,17,JAX,IND,27,4500,3000,0,0
WR,Allen Hurns,17,JAX,IND,11,4500,3600,0,0
WR,Rashad Lawrence,17,JAX,IND,11,0,0,0,0
RB,TJ Yeldon,17,JAX,IND,27,5100,3600,0,0
WR,Rashad Greene,17,JAX,IND,11,4500,0,0,0
WR,Neal Sterling,17,JAX,IND,11,4500,2500,0,0
WR,Shane Wynn,17,JAX,IND,11,0,3000,0,0
TE,Alex Ellis,17,JAX,IND,22,0,2500,0,0
RB,Jamaal Charles,17,KC,SD,25,6000,0,0,0
RB,Spencer Ware,17,KC,SD,25,7200,5500,0,0
TE,Demetrius Harris,17,KC,SD,16,4500,2500,0,0
WR,De'Anthony Thomas,17,KC,SD,8,4500,3000,0,0
RB,Trey Millard,17,KC,SD,25,0,0,0,0
TE,James O'Shaughnessy,17,KC,SD,16,4500,2500,0,0
WR,Kenny Cook,17,KC,SD,8,0,0,0,0
TE,Ross Travis,17,KC,SD,16,4500,2500,0,0
WR,Demarcus Robinson,17,KC,SD,8,4500,3000,0,0
WR,Kenny Britt,17,LAR,ARI,28,6100,5000,0,0
TE,Cory Harkey,17,LAR,ARI,1,4500,0,0,0
RB,Benjamin Cunningham,17,LAR,ARI,5,4500,0,0,0
WR,Stedman Bailey,17,LAR,ARI,28,0,0,0,0
RB,Tre Mason,17,LAR,ARI,5,4500,0,0,0
WR,Bradley Marquez,17,LAR,ARI,28,4500,0,0,0
RB,Zach Laskey,17,LAR,ARI,5,4500,0,0,0
TE,Tyler Higbee,17,LAR,ARI,1,4500,2500,0,0
TE,Temarrick Hemingway,17,LAR,ARI,1,4500,2500,0,0
WR,Marquez North,17,LAR,ARI,28,0,0,0,0
RB,Aaron Green,17,LAR,ARI,5,0,3000,0,0
WR,Nelson Spruce,17,LAR,ARI,28,4500,0,0,0
RB,Arian Foster,17,MIA,NE,3,0,0,0,0
TE,Jordan Cameron,17,MIA,NE,10,4500,0,0,0
TE,Dominique Jones,17,MIA,NE,10,4500,2500,0,0
TE,Dion Sims,17,MIA,NE,10,5100,2500,0,0
TE,MarQueis Gray,17,MIA,NE,10,4500,2500,0,0
WR,Tony Lippett,17,MIA,NE,7,0,0,0,0
WR,Leonte Carroo,17,MIA,NE,7,4500,3000,0,0
TE,Thomas Duarte,17,MIA,NE,10,4500,2500,0,0
WR,Rashawn Scott,17,MIA,NE,7,4500,3000,0,0
RB,Adrian Peterson,17,MIN,CHI,11,6500,4400,0,0
TE,Rhett Ellison,17,MIN,CHI,6,4500,2500,0,0
FB,Zach Line,17,MIN,CHI,11,4500,3000,0,0
WR,Stefon Diggs,17,MIN,CHI,29,6000,5400,0,0
WR,Laquon Treadwell,17,MIN,CHI,29,4500,3000,0,0
TE,David Morgan,17,MIN,CHI,6,4500,2500,0,0
RB,Cj Ham,17,MIN,CHI,11,4500,3000,0,0
WR,Isaac Fruechte,17,MIN,CHI,29,4500,0,0,0
WR,Matthew Slater,17,NE,MIA,25,4500,3000,0,0
WR,Danny Amendola,17,NE,MIA,25,4500,3300,0,0
TE,Rob Gronkowski,17,NE,MIA,24,0,0,0,0
RB,Brandon Bolden,17,NE,MIA,17,4500,3000,0,0
TE,Greg Scruggs,17,NE,MIA,24,0,0,0,0
RB,James Develin,17,NE,MIA,17,4500,3000,0,0
WR,Malcolm Mitchell,17,NE,MIA,25,5900,4700,0,0
WR,DJ Foster,17,NE,MIA,25,4500,3000,0,0
FB,John Kuhn,17,NO,ATL,22,4500,3000,0,0
TE,John Phillips,17,NO,ATL,28,4500,2500,0,0
TE,Michael Hoomanawanui,17,NO,ATL,28,4500,0,0,0
WR,Corey Fuller,17,NO,ATL,20,0,3000,0,0
TE,Josh Hill,17,NO,ATL,28,4500,0,0,0
RB,Marcus Murphy,17,NO,ATL,22,4500,3000,0,0
RB,Daniel Lasco,17,NO,ATL,22,4500,3000,0,0
WR,Tommylee Lewis,17,NO,ATL,20,4500,3000,0,0
WR,Jake Lampman,17,NO,ATL,20,4500,3000,0,0
RB,Shane Vereen,17,NYG,WAS,28,4500,3000,0,0
WR,Dwayne Harris,17,NYG,WAS,13,4500,3000,0,0
FB,Will Johnson,17,NYG,WAS,28,4500,0,0,0
RB,George Winn,17,NYG,WAS,28,0,3000,0,0
TE,Larry Donnell,17,NYG,WAS,23,4500,2500,0,0
RB,Orleans Darkwa,17,NYG,WAS,28,4500,0,0,0
RB,Nikita Whitlock,17,NYG,WAS,28,4500,0,0,0
WR,Ben Edwards,17,NYG,WAS,13,0,0,0,0
TE,Matt Lacosse,17,NYG,WAS,23,4500,0,0,0
TE,Jerell Adams,17,NYG,WAS,23,4500,2500,0,0
WR,Roger Lewis,17,NYG,WAS,13,4500,3000,0,0
RB,Matt Forte,17,NYJ,BUF,29,6200,5000,0,0
TE,Kellen Davis,17,NYJ,BUF,9,4500,0,0,0
WR,Eric Decker,17,NYJ,BUF,10,0,0,0,0
WR,Brandon Marshall,17,NYJ,BUF,10,6000,4600,0,0
RB,Khiry Robinson,17,NYJ,BUF,29,0,3500,0,0
TE,Austin Seferian-Jenkins,17,NYJ,BUF,9,4500,2500,0,0
WR,Devin Smith,17,NYJ,BUF,10,4500,3000,0,0
TE,Eric Tomlinson,17,NYJ,BUF,9,4500,2500,0,0
TE,Braedon Bowman,17,NYJ,BUF,9,0,0,0,0
RB,Romar Morris,17,NYJ,BUF,29,0,0,0,0
TE,Lee Smith,17,OAK,DEN,21,4500,0,0,0
RB,Taiwan Jones,17,OAK,DEN,21,4500,3000,0,0
WR,Andre Holmes,17,OAK,DEN,1,4500,3000,0,0
TE,Gabe Holmes,17,OAK,DEN,21,4500,0,0,0
RB,Ryan Mathews,17,PHI,DAL,1,5200,3900,0,0
RB,Kenjon Barner,17,PHI,DAL,1,4700,0,0,0
WR,Jordan Matthews,17,PHI,DAL,12,5500,4700,0,0
RB,Wendell Smallwood,17,PHI,DAL,1,4900,0,0,0
TE,Dillon Gordon,17,PHI,DAL,26,0,0,0,0
WR,Bryce Treggs,17,PHI,DAL,12,4500,3000,0,0
TE,David Johnson,17,PIT,CLE,32,4500,2500,0,0
WR,Antonio Brown,17,PIT,CLE,23,8500,8700,0,0
TE,Ladarius Green,17,PIT,CLE,32,6000,4300,0,0
RB,Le'Veon Bell,17,PIT,CLE,31,10000,10400,0,0
WR,Markus Wheaton,17,PIT,CLE,23,4500,0,0,0
WR,Martavis Bryant,17,PIT,CLE,23,0,0,0,0
TE,Xavier Grimble,17,PIT,CLE,32,4500,2500,0,0
WR,Sammie Coates,17,PIT,CLE,23,4600,3000,0,0
RB,Karlos Williams,17,PIT,CLE,31,0,0,0,0
WR,Canaan Severin,17,PIT,CLE,23,4500,0,0,0
WR,Steve Johnson,17,SD,KC,19,0,0,0,0
TE,Jeff Cumberland,17,SD,KC,3,4500,0,0,0
RB,Dexter McCluster,17,SD,KC,18,4500,0,0,0
RB,Danny Woodhead,17,SD,KC,18,0,0,0,0
WR,Travis Benjamin,17,SD,KC,19,4900,4400,0,0
TE,Sean McGrath,17,SD,KC,3,4500,2500,0,0
WR,Keenan Allen,17,SD,KC,19,0,0,0,0
WR,Jeremy Butler,17,SD,KC,19,0,3000,0,0
WR,Isaiah Burse,17,SD,KC,19,4500,3000,0,0
WR,Javontee Herndon,17,SD,KC,19,0,0,0,0
RB,Branden Oliver,17,SD,KC,18,0,0,0,0
TE,Asante Cleveland,17,SD,KC,3,4500,2500,0,0
RB,Melvin Gordon,17,SD,KC,18,7900,7700,0,0
WR,Geremy Davis,17,SD,KC,19,0,3000,0,0
FB,Derek Watt,17,SD,KC,18,4500,3000,0,0
RB,Kenneth Farrow,17,SD,KC,18,6300,4200,0,0
FB,Will Tukuafu,17,SEA,SF,32,4500,0,0,0
WR,Tyler Lockett,17,SEA,SF,27,4600,4800,0,0
RB,Terrence Magee,17,SEA,SF,32,0,3000,0,0
WR,Kasen Williams,17,SEA,SF,27,0,0,0,0
WR,Tyler Slavin,17,SEA,SF,27,0,0,0,0
RB,Brandon Cottom,17,SEA,SF,32,4500,0,0,0
TE,Ronnie Shields,17,SEA,SF,15,0,0,0,0
RB,CJ Prosise,17,SEA,SF,32,4500,4700,0,0
TE,Nick Vannett,17,SEA,SF,15,4500,2500,0,0
RB,Tre Madden,17,SEA,SF,32,4500,0,0,0
TE,Joe Sommers,17,SEA,SF,15,0,0,0,0
RB,Troymaine Pope,17,SEA,SF,32,4500,0,0,0
TE,Jim Dray,17,SF,SEA,5,4500,2500,0,0
WR,Torrey Smith,17,SF,SEA,21,4500,0,0,0
TE,Vance McDonald,17,SF,SEA,5,4500,0,0,0
WR,Quinton Patton,17,SF,SEA,21,4500,0,0,0
WR,Eric Rogers,17,SF,SEA,21,0,0,0,0
WR,Je'Ron Hamm,17,SF,SEA,21,4500,2500,0,0
WR,Bruce Ellington,17,SF,SEA,21,0,0,0,0
RB,Carlos Hyde,17,SF,SEA,2,7000,5200,0,0
TE,Blake Bell,17,SF,SEA,5,4500,0,0,0
RB,Mike Davis,17,SF,SEA,2,4500,3300,0,0
WR,Vincent Jackson,17,TB,CAR,22,4500,0,0,0
TE,Brandon Myers,17,TB,CAR,31,4500,2700,0,0
RB,Antone Smith,17,TB,CAR,12,0,0,0,0
WR,Cecil Shorts,17,TB,CAR,22,4500,0,0,0
RB,Doug Martin,17,TB,CAR,12,6500,4900,0,0
FB,Austin Johnson,17,TB,CAR,12,0,0,0,0
WR,Josh Huff,17,TB,CAR,22,4500,3000,0,0
WR,Bernard Reedy,17,TB,CAR,22,0,3000,0,0
TE,Cameron Brate,17,TB,CAR,31,6100,4100,0,0
RB,Charles Sims,17,TB,CAR,12,5000,4000,0,0
WR,Donteea Dye,17,TB,CAR,22,4500,0,0,0
RB,Russell Hansbrough,17,TB,CAR,12,0,0,0,0
FB,Alan Cross,17,TB,CAR,12,4500,2500,0,0
TE,Anthony Fasano,17,TEN,HOU,4,4500,2500,0,0
WR,Andre Johnson,17,TEN,HOU,5,0,0,0,0
WR,Harry Douglas,17,TEN,HOU,5,4500,3000,0,0
WR,Kendall Wright,17,TEN,HOU,5,4500,3000,0,0
TE,Phillip Supernaw,17,TEN,HOU,4,4500,2500,0,0
TE,Jace Amaro,17,TEN,HOU,4,4500,2500,0,0
RB,Antonio Andrews,17,TEN,HOU,15,4500,3000,0,0
RB,Jalston Fowler,17,TEN,HOU,15,4500,3000,0,0
WR,Tre McBride,17,TEN,HOU,5,0,3000,0,0
WR,Tajae Sharpe,17,TEN,HOU,5,4900,3100,0,0
TE,Niles Paul,17,WAS,NYG,13,4500,0,0,0
TE,Derek Carrier,17,WAS,NYG,13,4500,2500,0,0
WR,Ryan Grant,17,WAS,NYG,9,4600,3000,0,0
RB,Matt Jones,17,WAS,NYG,9,4500,3400,0,0
RB,Mack Brown,17,WAS,NYG,9,4500,3000,0,0
WR,Quinton Dunbar,17,WAS,NYG,9,0,0,0,0
WR,Josh Doctson,17,WAS,NYG,9,4500,0,0,0
RB,Keith Marshall,17,WAS,NYG,9,4500,0,0,0
WR,Reginald Diggs,17,WAS,NYG,9,0,0,0,0
WR,Aldrick Robinson,5,ATL,DEN,1,4500,3000,0,0
TE,Levine Toilolo,5,ATL,DEN,14,4500,2500,0,0
WR,Taylor Gabriel,5,ATL,DEN,1,4900,3000,0,0
WR,Justin Hardy,5,ATL,DEN,1,4800,3000,0,0
WR,CJ Goodwin,5,ATL,DEN,1,0,0,0,0
WR,Devin Fuller,5,ATL,DEN,1,0,0,0,0
TE,Joshua Perkins,5,ATL,DEN,14,0,2500,0,0
WR,Devin Hester,5,BAL,WAS,28,4600,3000,0,0
TE,Benjamin Watson,5,BAL,WAS,11,0,0,0,0
WR,Kamar Aiken,5,BAL,WAS,28,5500,3000,0,0
RB,Lorenzo Taliaferro,5,BAL,WAS,31,4500,0,0,0
WR,Chris Matthews,5,BAL,WAS,28,0,0,0,0
TE,Maxx Williams,5,BAL,WAS,11,4500,2500,0,0
TE,Nick Boyle,5,BAL,WAS,11,0,0,0,0
WR,Kaelin Clay,5,BAL,WAS,28,0,0,0,0
WR,Darren Waller,5,BAL,WAS,28,0,2500,0,0
WR,Daniel Brown,5,BAL,WAS,28,0,0,0,0
WR,Chris Moore,5,BAL,WAS,28,0,3000,0,0
WR,Brandon Tate,5,BUF,LA,18,4500,3000,0,0
WR,Greg Salas,5,BUF,LA,18,4500,3000,0,0
WR,Marcus Easley,5,BUF,LA,18,4500,0,0,0
TE,Chris Gragg,5,BUF,LA,21,0,0,0,0
TE,Blake Annen,5,BUF,LA,21,0,0,0,0
WR,Sammy Watkins,5,BUF,LA,18,0,0,0,0
WR,Walter Powell,5,BUF,LA,18,4500,3000,0,0
TE,Nick O'Leary,5,BUF,LA,21,4500,2500,0,0
TE,Gerald Christian,5,BUF,LA,21,0,0,0,0
RB,Jonathan Williams,5,BUF,LA,18,4500,3000,0,0
WR,Kolby Listenbee,5,BUF,LA,18,4500,0,0,0
RB,Jonathan Stewart,5,CAR,TB,23,6200,4500,0,0
TE,Ed Dickson,5,CAR,TB,5,4500,2500,0,0
WR,LaRon Byrd,5,CAR,TB,32,0,0,0,0
WR,Brenton Bersin,5,CAR,TB,32,4500,0,0,0
TE,Scott Simonson,5,CAR,TB,5,4500,2500,0,0
WR,Devin Funchess,5,CAR,TB,32,5200,3600,0,0
WR,Damiere Byrd,5,CAR,TB,32,4500,3000,0,0
RB,Devon Johnson,5,CAR,TB,23,4500,0,0,0
TE,Logan Paulsen,5,CHI,IND,15,4500,2500,0,0
RB,Joique Bell,5,CHI,IND,29,5600,3200,0,0
WR,Deonte Thompson,5,CHI,IND,6,4500,3000,0,0
WR,Marquess Wilson,5,CHI,IND,6,4500,0,0,0
WR,Kevin White,5,CHI,IND,6,5700,3800,0,0
RB,Jeremy Langford,5,CHI,IND,29,4900,4300,0,0
RB,Paul Lasike,5,CHI,IND,29,4500,0,0,0
TE,Ben Braunecker,5,CHI,IND,15,4500,2500,0,0
RB,Cedric Peerman,5,CIN,DAL,12,4500,0,0,0
RB,Rex Burkhead,5,CIN,DAL,12,4500,3000,0,0
TE,Tyler Eifert,5,CIN,DAL,30,6200,4200,0,0
TE,Ryan Hewitt,5,CIN,DAL,30,4500,2500,0,0
WR,James Wright,5,CIN,DAL,8,4500,3000,0,0
WR,Cody Core,5,CIN,DAL,8,4500,3000,0,0
WR,Alex Erickson,5,CIN,DAL,8,4500,3000,0,0
WR,Josh Gordon,5,CLE,NE,9,0,0,0,0
RB,George Atkinson,5,CLE,NE,15,4500,3000,0,0
RB,Rajion Neal,5,CLE,NE,15,0,0,0,0
RB,Glenn Winston,5,CLE,NE,15,4500,0,0,0
FB,Malcolm Johnson,5,CLE,NE,15,4500,3000,0,0
TE,Randall Telfer,5,CLE,NE,17,4500,2500,0,0
WR,Rannell Hall,5,CLE,NE,9,4500,0,0,0
WR,Corey Coleman,5,CLE,NE,9,6500,4600,0,0
WR,Seth Devalve,5,CLE,NE,9,4500,2500,0,0
WR,Jordan Payton,5,CLE,NE,9,4500,3000,0,0
WR,Rashard Higgins,5,CLE,NE,9,4500,3000,0,0
WR,Dennis Parks,5,CLE,NE,9,0,0,0,0
RB,Darren McFadden,5,DAL,CIN,6,0,0,0,0
WR,Dez Bryant,5,DAL,CIN,21,7700,7700,0,0
TE,James Hanna,5,DAL,CIN,16,4500,0,0,0
RB,Lance Dunbar,5,DAL,CIN,6,4800,3000,0,0
TE,Gavin Escobar,5,DAL,CIN,16,4500,2500,0,0
FB,Keith Smith,5,DAL,CIN,6,0,3000,0,0
TE,Geoff Swaim,5,DAL,CIN,16,4500,2500,0,0
RB,Darius Jackson,5,DAL,CIN,6,4500,3000,0,0
WR,Chris Brown,5,DAL,CIN,21,4500,0,0,0
TE,John Phillips,5,DEN,ATL,32,4700,2500,0,0
TE,Virgil Green,5,DEN,ATL,32,4800,2800,0,0
RB,Kapri Bibbs,5,DEN,ATL,27,4500,3000,0,0
WR,Cody Latimer,5,DEN,ATL,26,4500,3000,0,0
