P,Player,Week,Team,Opp,Opp Rank,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
TE,Jason Witten,2,LV,NO,25,4200,2800,0.8,1.3,
RB,Corey Clement,3,PHI,CIN,31,4700,4000,0.8,0.8,
WR,Collin Johnson,3,JAX,MIA,30,4700,3000,0.8,1.3,
FB,Keith Smith,3,ATL,CHI,12,4500,4000,0.8,1.3,
WR,Isaiah Wright,5,WAS,LAR,6,4500,3000,0.8,1.3,
WR,Isaiah Zuber,4,NE,KC,1,0,0,0.8,0.8,
WR,A.J. Green,4,CIN,JAX,12,5700,5500,0.8,1.3,
WR,Jamal Agnew,4,DET,NO,14,0,3000,0.8,1.3,
FB,Chandler Cox,4,MIA,SEA,6,4500,4000,0.8,1.3,
WR,Andre Roberts,4,BUF,LV,5,4500,3000,0.8,1.3,
FB,Keith Smith,6,ATL,MIN,17,4500,4000,0.8,1.3,
TE,Jesse James,6,DET,JAX,27,4600,2500,0.8,1.3,
TE,Cameron Brate,6,TB,GB,6,4800,3500,0.8,1.3,
FB,Bruce Miller,1,JAX,IND,6,0,4000,0.7,1.2,
TE,Jason Witten,1,LV,CAR,7,4500,3200,0.7,1.2,
RB,LeSean McCoy,1,TB,NO,4,5300,4100,0.7,1.2,
WR,Parris Campbell,2,IND,MIN,32,5300,4500,0.7,0.7,
RB,Jeremy McNichols,2,TEN,JAX,29,4500,0,0.7,0.7,
RB,Ryan Nall,2,CHI,NYG,8,4500,4000,0.7,1.2,
WR,Jakeem Grant Sr.,2,MIA,BUF,17,4500,3900,0.7,1.2,
TE,Marcus Baugh,2,WAS,ARI,18,4000,2500,0.7,1.2,
WR,David Moore,3,SEA,DAL,28,4600,3600,0.7,1.2,
WR,Tyron Johnson,5,LAC,NO,9,4700,3100,0.7,0.7,
TE,Luke Stocker,5,ATL,CAR,9,4000,2500,0.7,1.2,
TE,Nick Boyle,5,BAL,CIN,11,4100,2700,0.7,1.2,
WR,Zay Jones,5,LV,KC,1,4500,3000,0.7,1.2,
RB,Patrick Laird,6,MIA,NYJ,27,4500,4000,0.7,1.2,
TE,Nick Keizer,6,KC,BUF,30,4000,2500,0.7,1.2,
RB,Trenton Cannon,7,CAR,NO,14,5000,4000,0.7,0.7,
TE,Cethan Carter,8,CIN,TEN,24,4000,2500,0.7,1.2,
RB,Ryan Nall,8,CHI,NO,8,4500,4000,0.7,1.2,
TE,Cole Kmet,8,CHI,NO,31,4400,2500,0.7,1.2,
RB,Anthony McFarland Jr.,7,PIT,TEN,23,4700,4000,0.6,0.6,
RB,Troymaine Pope,7,LAC,JAX,28,4500,0,0.6,0.6,
FB,Jakob Johnson,7,NE,SF,2,4500,4000,0.6,1.1,
WR,Gunner Olszewski,8,NE,BUF,8,4500,3000,0.6,0.6,
RB,Darrell Henderson Jr.,1,LAR,DAL,12,5200,4700,0.6,0.6,
RB,Peyton Barber,3,WAS,CLE,7,5100,4300,0.6,0.6,
TE,Cethan Carter,3,CIN,PHI,32,4000,2500,0.6,1.1,
TE,Drew Sample,3,CIN,PHI,32,4800,3500,0.6,1.1,
RB,Ito Smith,5,ATL,CAR,28,4600,4000,0.6,0.6,
RB,Anthony McFarland Jr.,5,PIT,PHI,14,4500,4000,0.6,0.6,
TE,Josh Hill,5,NO,LAC,23,4200,2500,0.6,1.1,
WR,Austin Mack,6,NYG,WAS,3,4500,0,0.6,1.1,
TE,Darrell Daniels,6,ARI,DAL,27,4000,2500,0.6,1.1,
RB,D'Ernest Johnson,1,CLE,BAL,8,4500,4000,0.5,0.5,
TE,James O'Shaughnessy,1,JAX,IND,11,4000,3000,0.5,1,
WR,Chris Hogan,1,NYJ,BUF,2,4600,3400,0.5,1,
WR,Christian Kirk,1,ARI,SF,14,5800,5000,0.5,1,
TE,Jake Butt,1,DEN,TEN,27,4000,2500,0.5,1,
FB,Andy Janovich,2,CLE,CIN,18,4500,4000,0.5,1,
WR,Jamal Agnew,2,DET,GB,28,0,3000,0.5,1,
RB,Boston Scott,3,PHI,CIN,31,4900,4400,0.5,0.5,
WR,Larry Fitzgerald,3,ARI,DET,21,5400,4600,0.5,1,
WR,Lynn Bowden Jr.,4,MIA,SEA,32,4500,3000,0.5,0.5,
RB,Peyton Barber,4,WAS,BAL,5,4900,4000,0.5,0.5,
RB,Jaylen Samuels,7,PIT,TEN,23,4500,4000,0.5,0.5,
TE,Josh Hill,7,NO,CAR,6,4300,2500,0.5,1,
RB,Travis Homer,8,SEA,SF,1,4900,4000,0.4,0.4,
RB,Justin Jackson,1,LAC,CIN,24,4500,4400,0.4,0.4,
RB,J.D. McKissic,1,WAS,PHI,7,4600,4000,0.4,0.9,
FB,C.J. Ham,2,MIN,IND,4,4500,4000,0.4,0.4,
WR,Lynn Bowden Jr.,2,MIA,BUF,17,4500,3000,0.4,0.9,
RB,Matt Breida,3,MIA,JAX,18,5000,4100,0.4,0.4,
WR,Lynn Bowden Jr.,5,MIA,SF,5,4500,3000,0.4,0.4,
FB,Andy Janovich,5,CLE,IND,3,4500,4000,0.4,0.4,
RB,Jordan Howard,4,MIA,SEA,6,5000,4100,0.4,0.9,
WR,John Hightower,1,PHI,WAS,21,4500,3000,0.3,0.8,
RB,Jeff Wilson Jr.,2,SF,NYJ,10,4500,4000,0.3,0.3,
WR,JoJo Natson,3,CLE,WAS,20,4500,3000,0.3,0.3,
RB,Boston Scott,5,PHI,PIT,2,4700,4000,0.3,0.3,
RB,Elijhaa Penny,5,NYG,DAL,21,4500,4000,0.3,0.3,
WR,Diontae Johnson,5,PIT,PHI,19,5800,5600,0.3,0.8,
WR,Dontrelle Inman,5,WAS,LAR,6,5000,3700,0.3,0.8,
WR,C.J. Board,4,NYG,LAR,12,4500,3000,0.3,0.3,
RB,Corey Clement,4,PHI,SF,2,4600,4000,0.3,0.3,
RB,A.J. Dillon,4,GB,ATL,13,4500,4000,0.3,0.3,
RB,Dion Lewis,7,NYG,PHI,12,4700,4000,0.3,1.3,
RB,D'Ernest Johnson,7,CLE,CIN,22,4900,4000,0.3,0.3,
WR,Chase Claypool,7,PIT,TEN,27,6400,5700,0.3,0.8,
RB,Qadree Ollison,8,ATL,CAR,28,4500,4000,0.3,0.3,
RB,Darwin Thompson,8,KC,NYJ,25,4500,4000,0.3,0.3,
FB,Alec Ingold,8,LV,CLE,15,4500,4000,0.3,0.3,
RB,Jeremy McNichols,7,TEN,PIT,3,4500,4000,0.2,0.2,
FB,C.J. Ham,8,MIN,GB,31,4500,4000,0.2,0.2,
FB,Anthony Sherman,1,KC,HOU,26,4500,4000,0.2,0.2,
FB,Alex Armah,5,CAR,ATL,19,4600,4000,0.2,0.2,
FB,Michael Burton,5,NO,LAC,5,4500,4000,0.2,0.2,
FB,Alex Armah,4,CAR,ARI,22,4500,4000,0.2,0.2,
FB,C.J. Ham,4,MIN,HOU,29,4500,4000,0.2,0.2,
RB,Darrel Williams,4,KC,NE,11,0,0,0.2,0.2,
FB,Alex Armah,1,CAR,LV,19,4500,4000,0.1,0.1,
RB,Jason Huntley,1,PHI,WAS,30,4500,4000,0.1,0.1,
RB,Dion Lewis,1,NYG,PIT,5,4800,4400,0.1,0.1,
RB,Peyton Barber,2,WAS,ARI,32,5400,4400,0.1,0.1,
WR,Keke Coutee,2,HOU,BAL,3,4500,3000,0.1,2.1,
RB,C.J. Prosise,3,HOU,PIT,4,4500,4000,0.1,0.1,
RB,Jaylen Samuels,3,PIT,HOU,28,4500,4000,0.1,0.1,
FB,Keith Smith,5,ATL,CAR,28,4500,4000,0.1,0.1,
RB,Jordan Wilkins,5,IND,CLE,10,4800,4000,0.1,0.1,
WR,Andre Roberts,5,BUF,TEN,22,4500,3000,0.1,1.6,
RB,Boston Scott,4,PHI,SF,2,4700,4000,0.1,0.1,
RB,D'Ernest Johnson,6,CLE,PIT,5,5100,4000,0.1,0.1,
FB,Alex Armah,7,CAR,NO,14,4500,4000,0.1,0.1,
WR,CeeDee Lamb,7,DAL,WAS,3,6200,6500,0.1,0.1,
RB,Anthony McFarland Jr.,8,PIT,BAL,4,4600,4000,0.1,0.1,
FB,Michael Burton,8,NO,CHI,14,4500,4000,0.1,0.1,
WR,Alex Erickson,6,CIN,IND,10,4600,3000,0,0,
WR,John Ross III,6,CIN,IND,10,4800,3000,0,0,
RB,Samaje Perine,6,CIN,IND,3,4500,4000,0,0,
TE,Mason Schreck,6,CIN,IND,1,4000,2500,0,0,
TE,Cethan Carter,6,CIN,IND,1,4000,2500,0,0,
WR,Auden Tate,6,CIN,IND,10,4700,3000,0,0,
TE,Drew Sample,6,CIN,IND,1,4700,3400,0,0,
RB,Trayveon Williams,6,CIN,IND,3,4500,4000,0,0,
FB,Andy Janovich,6,CLE,PIT,5,4500,4000,0,0,
WR,Taywan Taylor,6,CLE,PIT,28,4500,3000,0,0,
TE,Stephen Carlson,6,CLE,PIT,10,4000,2500,0,0,
WR,Donovan Peoples-Jones,6,CLE,PIT,28,4500,3000,0,0,
RB,Melvin Gordon III,6,DEN,NE,7,6600,6000,0,0,
TE,Jake Butt,6,DEN,NE,7,4400,3000,0,0,
WR,DaeSean Hamilton,6,DEN,NE,23,4700,3000,0,0,
TE,Noah Fant,6,DEN,NE,7,5800,5400,0,0,
RB,Jeremy Cox,6,DEN,NE,7,0,0,0,0,
TE,Andrew Beck,6,DEN,NE,7,4000,2500,0,0,
WR,Tyrie Cleveland,6,DEN,NE,23,4500,3000,0,0,
WR,K.J. Hamler,6,DEN,NE,23,4800,3700,0,0,
WR,Geronimo Allison,6,DET,JAX,19,4500,0,0,0,
TE,Isaac Nauta,6,DET,JAX,27,4000,0,0,0,
WR,Quintez Cephus,6,DET,JAX,19,4700,3000,0,0,
WR,Kenny Stills,6,HOU,TEN,22,4800,3400,0,0,
WR,DeAndre Carter,6,HOU,TEN,22,4500,3000,0,0,
RB,C.J. Prosise,6,HOU,TEN,25,4500,4000,0,0,
TE,Jordan Akins,6,HOU,TEN,22,4900,3300,0,0,
WR,Keke Coutee,6,HOU,TEN,22,4500,3000,0,0,
RB,Buddy Howell,6,HOU,TEN,25,4500,4000,0,0,
FB,Cullen Gillaspia,6,HOU,TEN,25,4500,4000,0,0,
TE,Mo Alie-Cox,6,IND,CIN,17,5300,4000,0,0,
WR,Daurice Fountain,6,IND,CIN,12,0,3000,0,0,
WR,Ashton Dulin,6,IND,CIN,12,4500,3000,0,0,
TE,Noah Togiai,6,IND,CIN,17,4000,2500,0,0,
WR,Dezmon Patmon,6,IND,CIN,12,4500,3000,0,0,
FB,Bruce Miller,6,JAX,DET,32,4500,4000,0,0,
TE,Tyler Eifert,6,JAX,DET,8,4500,3400,0,0,
TE,James O'Shaughnessy,6,JAX,DET,8,4000,3000,0,0,
WR,Dede Westbrook,6,JAX,DET,25,4500,3000,0,0,
RB,Dare Ogunbowale,6,JAX,DET,32,4500,4000,0,0,
WR,Trey Quinn,6,JAX,DET,25,4500,0,0,0,
RB,Ryquell Armstead,6,JAX,DET,32,4500,4000,0,0,
WR,Terry Godwin,6,JAX,DET,25,4500,0,0,0,
WR,Collin Johnson,6,JAX,DET,25,4700,3000,0,0,
TE,Tyler Davis,6,JAX,DET,8,0,2500,0,0,
WR,Josh Hammond,6,JAX,DET,25,4500,0,0,0,
TE,Ben Ellefson,6,JAX,DET,8,4000,0,0,0,
RB,Nathan Cottrell,6,JAX,DET,32,0,0,0,0,
WR,Tajaé Sharpe,6,MIN,ATL,26,4500,3000,0,0,
FB,C.J. Ham,6,MIN,ATL,19,4500,4000,0,0,
RB,Dalvin Cook,6,MIN,ATL,19,9500,8000,0,0,
TE,Tyler Conklin,6,MIN,ATL,31,4000,2500,0,0,
WR,Bisi Johnson,6,MIN,ATL,26,4500,3000,0,0,
WR,K.J. Osborn,6,MIN,ATL,26,4500,3000,0,0,
WR,Dan Chisena,6,MIN,ATL,26,4500,3000,0,0,
WR,Matthew Slater,6,NE,DEN,24,4500,3000,0,0,
RB,Brandon Bolden,6,NE,DEN,1,4500,0,0,0,
WR,Marqise Lee,6,NE,DEN,24,4500,0,0,0,
TE,Matt LaCosse,6,NE,DEN,21,4000,0,0,0,
FB,Danny Vitale,6,NE,DEN,1,4500,0,0,0,
RB,Sony Michel,6,NE,DEN,1,5000,4000,0,0,
WR,N'Keal Harry,6,NE,DEN,24,5400,4500,0,0,
WR,Jakobi Meyers,6,NE,DEN,24,4500,3000,0,0,
FB,Jakob Johnson,6,NE,DEN,1,4500,4000,0,0,
WR,Gunner Olszewski,6,NE,DEN,24,4500,3000,0,0,
TE,Devin Asiasi,6,NE,DEN,21,4000,2500,0,0,
TE,Dalton Keene,6,NE,DEN,21,4000,2500,0,0,
RB,J.J. Taylor,6,NE,DEN,1,4700,4000,0,0,
TE,Rashod Berry,6,NE,DEN,21,4000,0,0,0,
TE,Levine Toilolo,6,NYG,WAS,30,4000,2500,0,0,
TE,Eric Tomlinson,6,NYG,WAS,30,4000,2500,0,0,
RB,Elijhaa Penny,6,NYG,WAS,16,4500,4000,0,0,
RB,Wayne Gallman,6,NYG,WAS,16,4800,4000,0,0,
WR,Da'Mari Scott,6,NYG,WAS,3,4500,0,0,0,
WR,DeSean Jackson,6,PHI,BAL,6,5300,3900,0,0,
WR,Alshon Jeffery,6,PHI,BAL,6,4800,4600,0,0,
WR,Marquise Goodwin,6,PHI,BAL,6,4500,0,0,0,
RB,Corey Clement,6,PHI,BAL,4,4500,4000,0,0,
WR,Hakeem Butler,6,PHI,BAL,6,4500,2500,0,0,
RB,Jason Huntley,6,PHI,BAL,4,4500,4000,0,0,
WR,Quez Watkins,6,PHI,BAL,6,4500,3000,0,0,
TE,Vance McDonald,6,PIT,CLE,25,4200,2700,0,0,
FB,Derek Watt,6,PIT,CLE,10,4500,4000,0,0,
WR,Ray-Ray McCloud III,6,PIT,CLE,30,0,3000,0,0,
WR,Deon Cain,6,PIT,CLE,30,4500,0,0,0,
RB,Jaylen Samuels,6,PIT,CLE,10,4500,4000,0,0,
TE,Zach Gentry,6,PIT,CLE,25,4000,2500,0,0,
WR,Diontae Johnson,6,PIT,CLE,30,5700,4900,0,0,
TE,MyCole Pruitt,6,TEN,HOU,15,4000,2500,0,0,
WR,Corey Davis,6,TEN,HOU,18,5400,4800,0,0,
RB,Khari Blasingame,6,TEN,HOU,28,4500,0,0,0,
TE,Tommy Hudson,6,TEN,HOU,15,4000,0,0,0,
TE,Temarrick Hemingway,6,WAS,NYG,2,4000,2500,0,0,
TE,Jeremy Sprinkle,6,WAS,NYG,2,4000,2500,0,0,
TE,Marcus Baugh,6,WAS,NYG,2,4000,2500,0,0,
WR,Antonio Gandy-Golden,6,WAS,NYG,21,4600,3000,0,0,
WR,Allen Hurns,6,MIA,NYJ,16,4500,0,0,0,
WR,Albert Wilson,6,MIA,NYJ,16,4500,0,0,0,
RB,Jordan Howard,6,MIA,NYJ,27,4700,4000,0,0,
WR,Mack Hollins,6,MIA,NYJ,16,4500,3000,0,0,
WR,Isaiah Ford,6,MIA,NYJ,16,4900,3500,0,0,
TE,Mike Gesicki,6,MIA,NYJ,19,5600,5500,0,0,
FB,Chandler Cox,6,MIA,NYJ,27,4500,4000,0,0,
WR,Lynn Bowden Jr.,6,MIA,NYJ,16,4500,3000,0,0,
RB,Salvon Ahmed,6,MIA,NYJ,27,4500,4000,0,0,
WR,Malcolm Perry,6,MIA,NYJ,16,4500,4000,0,0,
TE,Daniel Brown,6,NYJ,MIA,5,4000,2500,0,0,
WR,Josh Doctson,6,NYJ,MIA,20,4500,0,0,0,
TE,Chris Herndon,6,NYJ,MIA,5,4700,3200,0,0,
WR,Vyncint Smith,6,NYJ,MIA,20,4500,3000,0,0,
TE,Trevon Wesco,6,NYJ,MIA,5,4100,2500,0,0,
TE,Marcedes Lewis,6,GB,TB,13,4600,2800,0,0,
WR,Devin Funchess,6,GB,TB,9,4500,0,0,0,
RB,Tyler Ervin,6,GB,TB,8,4700,4000,0,0,
WR,Equanimeous St. Brown,6,GB,TB,9,4500,3700,0,0,
TE,Jace Sternberger,6,GB,TB,13,4300,2500,0,0,
TE,John Lovett,6,GB,TB,13,0,2500,0,0,
WR,Malik Taylor,6,GB,TB,9,4500,3000,0,0,
WR,Jaydon Mickens,6,TB,GB,13,0,3000,0,0,
RB,Leonard Fournette,6,TB,GB,31,5500,5000,0,0,
WR,Cyril Grayson,6,TB,GB,13,0,3000,0,0,
WR,Justin Watson,6,TB,GB,13,4600,3000,0,0,
TE,Tanner Hudson,6,TB,GB,6,4000,2500,0,0,
TE,Johnny Mundt,6,LAR,SF,7,4000,2500,0,0,
WR,Nsimba Webster,6,LAR,SF,8,4500,3000,0,0,
TE,Brycen Hopkins,6,LAR,SF,7,4000,2500,0,0,
RB,Cam Akers,6,LAR,SF,2,5100,4800,0,0,
WR,Trishton Jackson,6,LAR,SF,8,4500,3000,0,0,
RB,Xavier Jones,6,LAR,SF,2,4500,4000,0,0,
RB,Raymond Calais,6,LAR,SF,2,4500,4000,0,0,
WR,Travis Benjamin,6,SF,LAR,1,4500,0,0,0,
WR,Kevin White,6,SF,LAR,1,0,0,0,0,
WR,Dante Pettis,6,SF,LAR,1,4600,3000,0,0,
WR,Richie James Jr.,6,SF,LAR,1,4500,3000,0,0,
RB,Jeff Wilson Jr.,6,SF,LAR,12,5200,4000,0,0,
TE,Ross Dwelley,6,SF,LAR,15,4300,2500,0,0,
TE,Daniel Helm,6,SF,LAR,15,4000,2500,0,0,
TE,Charlie Woerner,6,SF,LAR,15,4000,2500,0,0,
WR,Andre Roberts,6,BUF,KC,6,4500,3000,0,0,
TE,Lee Smith,6,BUF,KC,16,4100,2500,0,0,
RB,Taiwan Jones,6,BUF,KC,25,4500,4000,0,0,
WR,John Brown,6,BUF,KC,6,5800,4900,0,0,
RB,T.J. Yeldon,6,BUF,KC,25,4500,4000,0,0,
TE,Dawson Knox,6,BUF,KC,16,4700,2900,0,0,
TE,Reggie Gilliam,6,BUF,KC,16,4500,2500,0,0,
FB,Anthony Sherman,6,KC,BUF,14,4500,4000,0,0,
RB,Le'Veon Bell,6,KC,BUF,14,6100,5300,0,0,
WR,Sammy Watkins,6,KC,BUF,18,5600,4600,0,0,
RB,Damien Williams,6,KC,BUF,14,4500,0,0,0,
RB,DeAndre Washington,6,KC,BUF,14,4500,4000,0,0,
TE,Ricky Seals-Jones,6,KC,BUF,30,4000,2800,0,0,
TE,Deon Yelder,6,KC,BUF,30,4000,2500,0,0,
WR,Mecole Hardman,6,KC,BUF,18,5400,4400,0,0,
TE,Evan Baylis,6,ARI,DAL,27,4000,0,0,0,
TE,Dan Arnold,6,ARI,DAL,27,4400,3000,0,0,
TE,Jordan Thomas,6,ARI,DAL,27,4200,2500,0,0,
WR,Trent Sherfield,6,ARI,DAL,30,4500,3000,0,0,
WR,Andy Isabella,6,ARI,DAL,30,4800,4300,0,0,
WR,KeeSean Johnson,6,ARI,DAL,30,4500,3000,0,0,
RB,Eno Benjamin,6,ARI,DAL,22,4500,4000,0,0,
RB,Jonathan Ward,6,ARI,DAL,22,4500,4000,0,0,
FB,Jamize Olawale,6,DAL,ARI,24,4500,0,0,0,
TE,Blake Bell,6,DAL,ARI,14,4300,2800,0,0,
WR,Malik Turner,6,DAL,ARI,5,4500,3000,0,0,
TE,Sean McKeon,6,DAL,ARI,14,4000,2500,0,0,
WR,Stephen Guidry,6,DAL,ARI,5,4500,0,0,0,
TE,Levine Toilolo,7,NYG,PHI,29,4000,2500,0,0,
TE,Eric Tomlinson,7,NYG,PHI,29,4000,2500,0,0,
RB,Elijhaa Penny,7,NYG,PHI,12,4500,4000,0,0,
WR,C.J. Board,7,NYG,PHI,23,4500,3000,0,0,
WR,Da'Mari Scott,7,NYG,PHI,23,4500,0,0,0,
TE,Kaden Smith,7,NYG,PHI,29,4100,2700,0,0,
WR,Alex Bachman,7,NYG,PHI,23,0,0,0,0,
WR,Austin Mack,7,NYG,PHI,23,4600,3000,0,0,
WR,Alshon Jeffery,7,PHI,NYG,22,4800,4900,0,0,
WR,Marquise Goodwin,7,PHI,NYG,22,4500,0,0,0,
TE,Jason Croom,7,PHI,NYG,6,4100,2500,0,0,
RB,Miles Sanders,7,PHI,NYG,22,7900,6500,0,0,
WR,Hakeem Butler,7,PHI,NYG,22,4500,2700,0,0,
WR,Quez Watkins,7,PHI,NYG,22,4500,3000,0,0,
TE,Luke Stocker,7,ATL,DET,3,4000,2500,0,0,
FB,Keith Smith,7,ATL,DET,29,4500,4000,0,0,
RB,Ito Smith,7,ATL,DET,29,4600,4000,0,0,
WR,Christian Blake,7,ATL,DET,24,4700,3000,0,0,
TE,Jaeden Graham,7,ATL,DET,3,4000,2500,0,0,
RB,Qadree Ollison,7,ATL,DET,29,4500,4000,0,0,
WR,Olamide Zaccheaus,7,ATL,DET,24,4700,3000,0,0,
WR,Andre Roberts,7,BUF,NYJ,13,4500,3000,0,0,
TE,Lee Smith,7,BUF,NYJ,22,4100,2500,0,0,
RB,Taiwan Jones,7,BUF,NYJ,26,4500,4000,0,0,
WR,John Brown,7,BUF,NYJ,13,5800,5100,0,0,
RB,T.J. Yeldon,7,BUF,NYJ,26,4500,4000,0,0,
WR,Duke Williams,7,BUF,NYJ,13,4500,0,0,0,
TE,Dawson Knox,7,BUF,NYJ,22,4500,3300,0,0,
TE,Tommy Sweeney,7,BUF,NYJ,22,4000,2500,0,0,
TE,Nate Becker,7,BUF,NYJ,22,4000,0,0,0,
WR,Seth Roberts,7,CAR,NO,19,4500,3000,0,0,
TE,Chris Manhertz,7,CAR,NO,32,4100,2500,0,0,
WR,Pharoh Cooper,7,CAR,NO,19,4500,3000,0,0,
WR,Marken Michel,7,CAR,NO,19,0,0,0,0,
TE,Colin Thompson,7,CAR,NO,32,0,2500,0,0,
WR,Alex Erickson,7,CIN,CLE,29,4600,3000,0,0,
RB,Joe Mixon,7,CIN,CLE,15,7400,6300,0,0,
WR,John Ross III,7,CIN,CLE,29,4600,3000,0,0,
TE,Mason Schreck,7,CIN,CLE,21,4000,2500,0,0,
TE,Cethan Carter,7,CIN,CLE,21,4000,2500,0,0,
WR,Auden Tate,7,CIN,CLE,29,4600,3000,0,0,
RB,Trayveon Williams,7,CIN,CLE,15,4500,4000,0,0,
WR,Odell Beckham Jr.,7,CLE,CIN,14,6700,6100,0,0,
TE,Austin Hooper,7,CLE,CIN,24,5400,4000,0,0,
FB,Andy Janovich,7,CLE,CIN,22,4500,4000,0,0,
WR,Taywan Taylor,7,CLE,CIN,14,4500,3000,0,0,
RB,Dontrell Hilliard,7,CLE,CIN,22,4800,4000,0,0,
TE,Stephen Carlson,7,CLE,CIN,24,4000,2500,0,0,
FB,Jamize Olawale,7,DAL,WAS,13,4500,0,0,0,
TE,Blake Bell,7,DAL,WAS,29,4300,2500,0,0,
WR,Noah Brown,7,DAL,WAS,3,4600,3000,0,0,
WR,Michael Gallup,7,DAL,WAS,3,5600,4600,0,0,
WR,Cedrick Wilson,7,DAL,WAS,3,5000,3300,0,0,
WR,Malik Turner,7,DAL,WAS,3,4500,3000,0,0,
TE,Sean McKeon,7,DAL,WAS,29,4000,2500,0,0,
RB,Rico Dowdle,7,DAL,WAS,13,4500,4000,0,0,
WR,Stephen Guidry,7,DAL,WAS,3,4500,0,0,0,
TE,Jesse James,7,DET,ATL,31,4600,2500,0,0,
WR,Geronimo Allison,7,DET,ATL,28,4500,0,0,0,
WR,Marvin Hall,7,DET,ATL,28,4600,3000,0,0,
WR,Jamal Agnew,7,DET,ATL,28,0,3000,0,0,
RB,Kerryon Johnson,7,DET,ATL,15,4800,4000,0,0,
RB,Bo Scarbrough,7,DET,ATL,15,4500,4000,0,0,
WR,Quintez Cephus,7,DET,ATL,28,4600,3000,0,0,
WR,Devin Funchess,7,GB,HOU,25,4500,0,0,0,
RB,Tyler Ervin,7,GB,HOU,32,4600,4000,0,0,
RB,Aaron Jones,7,GB,HOU,32,8500,7200,0,0,
WR,Equanimeous St. Brown,7,GB,HOU,25,4500,3000,0,0,
RB,Dexter Williams,7,GB,HOU,32,4500,0,0,0,
TE,John Lovett,7,GB,HOU,20,0,2500,0,0,
WR,Darrius Shepherd,7,GB,HOU,25,4500,3000,0,0,
TE,Darren Fells,7,HOU,GB,13,5300,4100,0,0,
WR,DeAndre Carter,7,HOU,GB,10,4500,3000,0,0,
RB,C.J. Prosise,7,HOU,GB,31,4500,4000,0,0,
TE,Pharaoh Brown,7,HOU,GB,13,4100,2500,0,0,
TE,Jordan Akins,7,HOU,GB,13,4800,3200,0,0,
WR,Keke Coutee,7,HOU,GB,10,4500,3000,0,0,
RB,Buddy Howell,7,HOU,GB,31,4500,4000,0,0,
FB,Cullen Gillaspia,7,HOU,GB,31,4500,4000,0,0,
WR,Emmanuel Sanders,7,NO,CAR,2,6100,5100,0,0,
FB,Michael Burton,7,NO,CAR,27,4500,4000,0,0,
WR,Michael Thomas,7,NO,CAR,2,8600,7600,0,0,
RB,Dwayne Washington,7,NO,CAR,27,4500,4000,0,0,
TE,Cole Wick,7,NO,CAR,6,0,0,0,0,
TE,Jason Vander Laan,7,NO,CAR,6,4000,0,0,0,
WR,Juwan Johnson,7,NO,CAR,2,4500,0,0,0,
TE,Adam Trautman,7,NO,CAR,6,4200,2500,0,0,
TE,Ryan Griffin,7,NYJ,BUF,30,4100,2900,0,0,
WR,Jamison Crowder,7,NYJ,BUF,11,6300,5900,0,0,
TE,Daniel Brown,7,NYJ,BUF,30,4000,2500,0,0,
WR,Josh Doctson,7,NYJ,BUF,11,4500,0,0,0,
TE,Chris Herndon,7,NYJ,BUF,30,4600,3000,0,0,
WR,Vyncint Smith,7,NYJ,BUF,11,4500,3000,0,0,
RB,Ty Johnson,7,NYJ,BUF,19,4500,4000,0,0,
TE,Trevon Wesco,7,NYJ,BUF,30,4100,2500,0,0,
WR,Jeff Smith,7,NYJ,BUF,11,4700,3000,0,0,
FB,Derek Watt,7,PIT,TEN,23,4500,4000,0,0,
RB,Trey Edmunds,7,PIT,TEN,23,4500,0,0,0,
WR,James Washington,7,PIT,TEN,27,5100,4100,0,0,
TE,Zach Gentry,7,PIT,TEN,26,4000,2500,0,0,
TE,MyCole Pruitt,7,TEN,PIT,8,4000,2500,0,0,
TE,Geoff Swaim,7,TEN,PIT,8,4000,2500,0,0,
WR,Kalif Raymond,7,TEN,PIT,26,5000,3200,0,0,
WR,Cameron Batson,7,TEN,PIT,26,4500,3000,0,0,
RB,Khari Blasingame,7,TEN,PIT,3,4500,0,0,0,
WR,Nick Westbrook-Ikhine,7,TEN,PIT,26,4500,3000,0,0,
WR,Dontrelle Inman,7,WAS,DAL,30,4900,3600,0,0,
TE,Temarrick Hemingway,7,WAS,DAL,23,4000,2500,0,0,
WR,Robert Foster,7,WAS,DAL,30,4500,0,0,0,
WR,Jeff Badet,7,WAS,DAL,30,0,0,0,0,
WR,Isaiah Wright,7,WAS,DAL,30,4500,3000,0,0,
WR,Tony Brown,7,WAS,DAL,30,4500,0,0,0,
TE,Derek Carrier,7,LV,TB,11,4000,2500,0,0,
TE,Nick O'Leary,7,LV,TB,11,4000,2500,0,0,
WR,Zay Jones,7,LV,TB,5,4500,3000,0,0,
WR,Rico Gafford,7,LV,TB,5,0,3000,0,0,
TE,Foster Moreau,7,LV,TB,11,4200,2500,0,0,
WR,Bryan Edwards,7,LV,TB,5,4800,3000,0,0,
RB,LeSean McCoy,7,TB,LV,30,4700,4000,0,0,
WR,Jaydon Mickens,7,TB,LV,20,0,3000,0,0,
WR,Cyril Grayson,7,TB,LV,20,0,3000,0,0,
WR,Justin Watson,7,TB,LV,20,4600,3000,0,0,
RB,Ke'Shawn Vaughn,7,TB,LV,30,4900,4000,0,0,
TE,Jake Butt,7,DEN,KC,14,4200,2700,0,0,
